,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
1162,Central,Peas,2023,21321,48.70389953,37215,18.58338417
1163,Nakuru,Peas,2023,21321,48.37762045,37215,17.07241477
1164,Nairobi,Peas,2023,21321,53.42462478,37215,18.27027346
1165,Eldoret,Peas,2023,21321,45.64404412,37215,17.07157856
1166,Central,Peas,2023,21321,51.31456297,37215,16.57515931
1167,Nakuru,Peas,2023,21321,52.36792162,37215,17.81435164
1168,Nairobi,Peas,2023,17035,47.2985009,37215,17.06825279
1169,Eldoret,Peas,2023,17035,46.25082979,37215,16.42778193
1170,Central,Peas,2023,17035,51.32538734,37215,17.35824435
1171,Nakuru,Peas,2023,17035,50.27510007,37215,16.06477658
1172,Nairobi,Peas,2023,17035,47.54797531,37215,18.09482393
1173,Eldoret,Peas,2023,17035,53.8727743,37215,17.19628279
1174,Central,Peas,2023,276923,50.31651317,37215,16.7299298
1175,Nakuru,Peas,2023,276923,54.59576247,37215,16.51353571
1176,Nairobi,Peas,2023,276923,54.54785592,37215,17.76263954
1177,Eldoret,Peas,2023,276923,48.35250367,37215,18.37870636
1178,Central,Peas,2023,276923,49.09253064,37215,16.14906131
1179,Nakuru,Peas,2023,276923,52.76664363,37215,17.1456427
1180,Nairobi,Peas,2023,19153,46.38208375,37215,16.17696081
1181,Eldoret,Peas,2023,19153,53.82476999,37215,16.66504578
1182,Central,Peas,2023,19153,51.73217414,37215,16.12638383
1183,Nakuru,Peas,2023,19153,50.70990935,37215,18.38042191
1184,Nairobi,Peas,2023,19153,51.27201535,37215,18.52853631
1185,Eldoret,Peas,2023,19153,51.99172194,37215,16.64503984
1186,Central,Peas,2014,51212,54.52827927,34200,16.02173044
1187,Nakuru,Peas,2014,51212,47.08726529,34200,16.75323944
1188,Nairobi,Peas,2014,51212,47.27931771,34200,17.32296548
1189,Eldoret,Peas,2014,51212,51.93524194,34200,18.35983618
1190,Central,Peas,2014,51212,54.23031225,34200,18.31244819
1191,Nakuru,Peas,2014,51212,46.23595929,34200,16.63557499
1192,Nairobi,Peas,2014,321265,53.18597708,34200,16.97969776
1193,Eldoret,Peas,2014,321265,54.16333226,34200,17.23855599
1194,Central,Peas,2014,321265,47.17283014,34200,17.68245951
1195,Nakuru,Peas,2014,321265,52.45738985,34200,16.09610794
1196,Nairobi,Peas,2014,321265,54.04505704,34200,18.45870168
1197,Eldoret,Peas,2014,321265,48.67784101,34200,18.5923814
1198,Central,Peas,2014,91615,50.18662549,34200,17.0901642
1199,Nakuru,Peas,2014,91615,51.1333048,34200,18.64837924
1200,Nairobi,Mango,2014,91615,329.318524,34200,31.48468379
1201,Eldoret,Mango,2014,91615,278.3075876,34200,23.22281906
1202,Central,Mango,2014,91615,381.0521175,34200,22.72115394
1203,Nakuru,Mango,2014,91615,270.3862035,34200,29.1445857
1204,Nairobi,Mango,2014,32215,379.0397609,34200,22.45072926
1205,Eldoret,Mango,2014,32215,253.0814384,34200,33.86234244
1206,Central,Mango,2014,32215,361.1434598,34200,26.64588548
1207,Nakuru,Mango,2014,32215,296.0950528,34200,29.36844736
1208,Nairobi,Mango,2014,32215,391.4197498,34200,32.88585306
1209,Eldoret,Mango,2014,32215,250.7936979,34200,26.16451456
1210,Central,Mango,2014,22667,231.9788101,34200,32.7874383
1211,Nakuru,Mango,2014,22667,243.4939133,34200,30.85433994
1212,Nairobi,Mango,2014,22667,348.6746552,34200,32.81296537
1213,Eldoret,Mango,2014,22667,315.3585957,34200,21.63742097
1214,Central,Mango,2014,22667,305.6274415,34200,21.56081364
1215,Nakuru,Mango,2014,22667,250.3608903,34200,24.91898014
1216,Nairobi,Mango,2014,275000,232.5058722,34200,23.3675234
1217,Eldoret,Mango,2014,275000,237.8405717,34200,32.61168513
1218,Central,Mango,2014,275000,363.0077956,34200,32.98761855
1219,Nakuru,Mango,2014,275000,210.7409728,34200,21.1671627
1220,Nairobi,Mango,2014,275000,259.7460192,34200,32.29245075
1221,Eldoret,Mango,2014,275000,368.6331796,34200,31.85745209
1222,Central,Mango,2014,20066,364.4714513,34200,20.46228174
1223,Nakuru,Mango,2014,20066,384.8090959,34200,30.20210041
1224,Nairobi,Mango,2014,20066,213.8962199,34200,32.83804521
1225,Eldoret,Mango,2014,20066,239.4073548,34200,28.64841334
1226,Central,Mango,2014,20066,273.0607063,34200,33.20749638
1227,Nakuru,Mango,2014,20066,256.4317646,34200,30.8789865
1228,Nairobi,Mango,2000,49360,375.4582417,33475,23.26796952
1229,Eldoret,Mango,2000,49360,301.1924712,33475,26.92593036
1230,Central,Mango,2000,49360,359.9001243,33475,33.95209584
1231,Nakuru,Mango,2000,49360,255.7880161,33475,20.09136946
1232,Nairobi,Mango,2000,49360,289.491911,33475,26.08577313
1233,Eldoret,Mango,2000,49360,230.6102129,33475,22.09104373
1234,Central,Mango,2000,284527,304.1058206,33475,33.95105177
1235,Nakuru,Mango,2000,284527,257.6641762,33475,28.53146346
1236,Nairobi,Mango,2000,284527,366.3950408,33475,28.00510977
1237,Eldoret,Mango,2000,284527,210.6902166,33475,27.04402781
1238,Central,Mango,2000,284527,248.9460697,33475,33.13479807
1239,Nakuru,Mango,2000,284527,390.356997,33475,31.61960395
1240,Nairobi,Mango,2000,82573,240.2897335,33475,27.50568957
1241,Eldoret,Mango,2000,82573,205.5379284,33475,24.33278733
1242,Central,Mango,2000,82573,269.219197,33475,28.72164631
1243,Nakuru,Mango,2000,82573,230.7097977,33475,25.28101255
1244,Nairobi,Mango,2000,82573,364.3078939,33475,30.83055881
1245,Eldoret,Mango,2000,82573,321.540866,33475,24.78475421
1246,Central,Mango,2000,34003,397.3153799,33475,21.2500493
1247,Nakuru,Mango,2000,34003,358.1372305,33475,22.71147615
1248,Nairobi,Mango,2000,34003,235.1692927,33475,28.98830116
1249,Eldoret,Mango,2000,34003,285.1380348,33475,26.66935651
1250,Central,Mango,2000,34003,215.3318745,33475,26.44910438
1251,Nakuru,Mango,2000,34003,255.1390199,33475,25.15272442
1252,Nairobi,Mango,2000,18714,309.5972586,33475,22.15367553
1253,Eldoret,Mango,2000,18714,342.122202,33475,22.16269576
1254,Central,Mango,2000,18714,342.266617,33475,25.99183159
1255,Nakuru,Mango,2000,18714,279.1664288,33475,27.65509604
1256,Nairobi,Mango,2000,18714,209.7011404,33475,28.59943017
1257,Eldoret,Mango,2000,18714,302.9386426,33475,21.80851548
1258,Central,Mango,2000,317647,396.2575119,33475,24.586226
1259,Nakuru,Mango,2000,317647,233.3731859,33475,28.75736442
1260,Nairobi,Mango,2000,317647,361.7719257,33475,25.53649642
1261,Eldoret,Mango,2000,317647,258.3632012,33475,28.86914133
1262,Central,Mango,2000,317647,309.0449803,33475,23.20653917
1263,Nakuru,Mango,2000,317647,313.2469496,33475,30.03447137
1264,Nairobi,Mango,2000,18209,237.0412478,33475,22.69094467
1265,Eldoret,Mango,2000,18209,202.3363457,33475,21.8236595
1266,Central,Mango,2000,18209,209.9039226,33475,21.73121202
1267,Nakuru,Mango,2000,18209,247.2558428,33475,31.76167796
1268,Nairobi,Mango,2000,18209,373.0232046,33475,31.32720734
1269,Eldoret,Mango,2000,18209,311.6125712,33475,32.25321056
1270,Central,Mango,2001,46471,353.3944338,32710,20.40661421
1271,Nakuru,Mango,2001,46471,206.0748994,32710,28.9138963
1272,Nairobi,Mango,2001,46471,295.8266763,32710,21.3272581
1273,Eldoret,Mango,2001,46471,204.0155578,32710,23.41584543
1274,Central,Mango,2001,46471,373.5635432,32710,33.8708865
1275,Nakuru,Mango,2001,46471,299.3477453,32710,23.92271434
1276,Nairobi,Mango,2001,328633,348.0250609,32710,23.57774533
1277,Eldoret,Mango,2001,328633,258.8398163,32710,23.9388272
1278,Central,Mango,2001,328633,290.2180869,32710,22.71215545
1279,Nakuru,Mango,2001,328633,352.6791226,32710,27.62626513
1280,Nairobi,Mango,2001,328633,200.0596627,32710,30.88267511
1281,Eldoret,Mango,2001,328633,280.8093639,32710,21.61239794
1282,Central,Mango,2001,93071,330.4314281,32710,33.70567542
1283,Nakuru,Mango,2001,93071,269.1040931,32710,29.89576763
1284,Nairobi,Mango,2001,93071,376.8820366,32710,28.39103747
1285,Eldoret,Mango,2001,93071,251.212598,32710,28.69331555
1286,Central,Mango,2001,93071,203.876458,32710,24.26818049
1287,Nakuru,Mango,2001,93071,339.9874345,32710,25.41082075
1288,Nairobi,Mango,2001,25539,315.1906048,32710,29.83448534
1289,Eldoret,Mango,2001,25539,215.6708222,32710,21.43816465
1290,Central,Mango,2001,25539,310.0916423,32710,30.34034318
1291,Nakuru,Mango,2001,25539,396.4622911,32710,22.40555923
1292,Nairobi,Mango,2001,25539,250.4343937,32710,22.66469526
1293,Eldoret,Mango,2001,25539,339.6155096,32710,27.74080015
1294,Central,Mango,2001,14626,219.745306,32710,30.85454844
1295,Nakuru,Mango,2001,14626,201.5450618,32710,27.94020348
1296,Nairobi,Mango,2001,14626,349.9353072,32710,25.58747374
1297,Eldoret,Mango,2001,14626,354.7898371,32710,21.96790926
1298,Central,Mango,2001,14626,283.5616768,32710,28.13171727
1299,Nakuru,Mango,2001,14626,302.2167691,32710,32.83179905
1300,Nairobi,Wheat,2001,333333,170.3307535,32710,28.40979139
1301,Eldoret,Wheat,2001,333333,168.4773255,32710,26.44996751
1302,Central,Wheat,2001,333333,154.9011463,32710,27.8558593
1303,Nakuru,Wheat,2001,333333,131.7016877,32710,26.60974334
1304,Nairobi,Wheat,2001,333333,164.4718812,32710,25.14325486
1305,Eldoret,Wheat,2001,333333,128.5599899,32710,28.30438304
1306,Central,Wheat,2001,18209,159.6492414,32710,25.96881895
1307,Nakuru,Wheat,2001,18209,117.122973,32710,28.73181558
1308,Nairobi,Wheat,2001,18209,111.4462932,32710,27.88241319
1309,Eldoret,Wheat,2001,18209,138.1017037,32710,28.64515621
1310,Central,Wheat,2001,18209,154.5944258,32710,28.40189746
1311,Nakuru,Wheat,2001,18209,174.9108513,32710,27.1436664
1312,Nairobi,Wheat,2002,54929,144.1074553,26651,26.95962595
1313,Eldoret,Wheat,2002,54929,142.91021,26651,27.71437
1314,Central,Wheat,2002,54929,148.8243637,26651,29.34811684
1315,Nakuru,Wheat,2002,54929,168.8044687,26651,28.23138275
1316,Nairobi,Wheat,2002,54929,153.0175562,26651,29.70032295
1317,Eldoret,Wheat,2002,54929,139.2629421,26651,28.70208492
1318,Central,Wheat,2002,351358,119.3344724,26651,29.06609437
1319,Nakuru,Wheat,2002,351358,104.9493258,26651,25.74836894
1320,Nairobi,Wheat,2002,351358,105.4112753,26651,29.21834271
1321,Eldoret,Wheat,2002,351358,174.8976875,26651,28.42122721
1322,Central,Wheat,2002,351358,160.1442466,26651,28.81600633
1323,Nakuru,Wheat,2002,351358,111.5680707,26651,25.78720961
1324,Nairobi,Wheat,2002,82580,109.2130194,26651,26.02447028
1325,Eldoret,Wheat,2002,82580,168.6831387,26651,25.17130253
1326,Central,Wheat,2002,82580,136.7153099,26651,27.97936569
1327,Nakuru,Wheat,2002,82580,130.8586125,26651,25.70411895
1328,Nairobi,Wheat,2002,82580,164.2065328,26651,29.95544134
1329,Eldoret,Wheat,2002,82580,168.581158,26651,27.76524299
1330,Central,Wheat,2002,24561,138.2278615,26651,29.00415186
1331,Nakuru,Wheat,2002,24561,123.3120814,26651,26.92665759
1332,Nairobi,Wheat,2002,24561,142.5954882,26651,29.55632756
1333,Eldoret,Wheat,2002,24561,143.6291188,26651,25.24176822
1334,Central,Wheat,2002,24561,138.2016024,26651,27.59555793
1335,Nakuru,Wheat,2002,24561,167.0732287,26651,26.74432094
1336,Nairobi,Wheat,2002,19487,121.9502867,26651,27.53865279
1337,Eldoret,Wheat,2002,19487,116.3355876,26651,25.33770467
1338,Central,Wheat,2002,19487,141.4216428,26651,28.16239338
1339,Nakuru,Wheat,2002,19487,173.7722573,26651,27.67911271
1340,Nairobi,Wheat,2002,19487,125.0210353,26651,26.28476984
1341,Eldoret,Wheat,2002,19487,139.6193505,26651,27.75262492
1342,Central,Wheat,2002,347368,103.0152818,26651,26.6850458
1343,Nakuru,Wheat,2002,347368,119.7231075,26651,27.22363021
1344,Nairobi,Wheat,2002,347368,166.3928606,26651,27.93275013
1345,Eldoret,Wheat,2002,347368,147.1411979,26651,27.42237669
1346,Central,Wheat,2002,347368,126.621975,26651,26.70697391
1347,Nakuru,Wheat,2002,347368,103.3259794,26651,28.8435693
1348,Nairobi,Wheat,2002,21076,161.7630976,26651,29.78328283
1349,Eldoret,Wheat,2002,21076,105.3832639,26651,26.96676041
1350,Central,Wheat,2002,21076,134.8226872,26651,27.6343933
1351,Nakuru,Wheat,2002,21076,168.3961732,26651,29.51920776
1352,Nairobi,Wheat,2002,21076,125.6589569,26651,27.58552412
1353,Eldoret,Wheat,2002,21076,104.6283872,26651,27.24614082
1354,Central,Wheat,2004,56326,120.3378069,36276,27.38239022
1355,Nakuru,Wheat,2004,56326,168.9495709,36276,29.79879995
1356,Nairobi,Wheat,2004,56326,145.8553539,36276,28.76211931
1357,Eldoret,Wheat,2004,56326,137.3702836,36276,29.59746196
1358,Central,Wheat,2004,56326,115.5661784,36276,26.44006401
1359,Nakuru,Wheat,2004,56326,138.1572439,36276,25.64839004
1360,Nairobi,Wheat,2004,362787,138.3962475,36276,26.4376674
1361,Eldoret,Wheat,2004,362787,125.3963908,36276,26.42754491
1362,Central,Wheat,2004,362787,103.6989162,36276,25.9550371
1363,Nakuru,Wheat,2004,362787,140.6311047,36276,27.23209908
1364,Nairobi,Wheat,2004,362787,122.9810574,36276,28.76069497
1365,Eldoret,Wheat,2004,362787,158.9062744,36276,26.139442
1366,Central,Wheat,2004,83305,133.5093807,36276,25.91221658
1367,Nakuru,Wheat,2004,83305,145.7493347,36276,26.62951593
1368,Nairobi,Wheat,2004,83305,109.0962497,36276,25.35792805
1369,Eldoret,Wheat,2004,83305,161.682678,36276,26.21018093
1370,Central,Wheat,2004,83305,116.543178,36276,29.42572371
1371,Nakuru,Wheat,2004,83305,166.9589455,36276,25.08600918
1372,Nairobi,Wheat,2004,27367,143.2905098,36276,29.3347358
1373,Eldoret,Wheat,2004,27367,152.7608761,36276,28.26299061
1374,Central,Wheat,2004,27367,115.8378319,36276,29.95369215
1375,Nakuru,Wheat,2004,27367,108.1668762,36276,29.55263507
1376,Nairobi,Wheat,2004,27367,160.7784834,36276,28.47590307
1377,Eldoret,Wheat,2004,27367,153.5982061,36276,26.67198502
1378,Central,Wheat,2004,22136,149.8267553,36276,28.04046427
1379,Nakuru,Wheat,2004,22136,134.7942782,36276,26.11139474
1380,Nairobi,Wheat,2004,22136,174.5314269,36276,27.98216148
1381,Eldoret,Wheat,2004,22136,100.0330942,36276,27.84759023
1382,Central,Wheat,2004,22136,158.1893855,36276,26.43206263
1383,Nakuru,Wheat,2004,22136,151.8159181,36276,26.45852235
1384,Nairobi,Wheat,2004,333333,153.2915711,36276,25.57752617
1385,Eldoret,Wheat,2004,333333,140.5129952,36276,27.63406751
1386,Central,Wheat,2004,333333,152.886929,36276,27.27736725
1387,Nakuru,Wheat,2004,333333,137.8074213,36276,27.17473508
1388,Nairobi,Wheat,2004,333333,162.4096844,36276,29.63163021
1389,Eldoret,Wheat,2004,333333,131.0297066,36276,29.17510907
1390,Central,Wheat,2004,20148,132.069063,36276,25.76397628
1391,Nakuru,Wheat,2004,20148,136.351388,36276,25.29762002
1392,Nairobi,Wheat,2004,20148,144.8719274,36276,28.70487321
1393,Eldoret,Wheat,2004,20148,139.0415583,36276,27.17730799
1394,Central,Wheat,2004,20148,171.3167688,36276,28.0567533
1395,Nakuru,Wheat,2004,20148,129.4874528,36276,25.7521499
1396,Nairobi,Wheat,2005,57983,147.8163713,34310,27.09128423
1397,Eldoret,Wheat,2005,57983,147.6158372,34310,28.92269159
1398,Central,Wheat,2005,57983,117.9337614,34310,28.59095969
1399,Nakuru,Wheat,2005,57983,129.6403373,34310,26.14360941
1400,Nairobi,Maize,2005,57983,83.08034802,34310,26.15437489
1401,Eldoret,Maize,2005,57983,76.39621837,34310,19.67574835
1402,Central,Maize,2005,344117,82.91487295,34310,20.34845214
1403,Nakuru,Maize,2005,344117,79.84777158,34310,25.09607348
1404,Nairobi,Maize,2005,344117,78.61464609,34310,22.92266263
1405,Eldoret,Maize,2005,344117,78.53018458,34310,24.3959055
1406,Central,Maize,2005,344117,77.21850008,34310,25.93720903
1407,Nakuru,Maize,2005,344117,84.01774574,34310,20.5697998
1408,Nairobi,Maize,2005,66168,84.40921384,34310,23.96937662
1409,Eldoret,Maize,2005,66168,76.43373033,34310,21.34706312
1410,Central,Maize,2005,66168,76.2042037,34310,27.42972089
1411,Nakuru,Maize,2005,66168,83.68936371,34310,22.03734174
1412,Nairobi,Maize,2005,66168,79.77701101,34310,20.81250116
1413,Eldoret,Maize,2005,66168,80.79382558,34310,26.83186681
1414,Central,Maize,2005,26629,83.10620782,34310,26.44169454
1415,Nakuru,Maize,2005,26629,81.69722189,34310,26.70052973
1416,Nairobi,Maize,2005,26629,75.26888449,34310,19.60982963
1417,Eldoret,Maize,2005,26629,81.34349241,34310,22.93678493
1418,Central,Maize,2005,26629,78.33312535,34310,19.12150055
1419,Nakuru,Maize,2005,26629,83.6147933,34310,20.03494935
1420,Nairobi,Maize,2005,16810,82.25335771,34310,22.41779693
1421,Eldoret,Maize,2005,16810,81.55124921,34310,20.31463716
1422,Central,Maize,2005,16810,83.49550659,34310,20.61468676
1423,Nakuru,Maize,2005,16810,82.60367814,34310,27.47410652
1424,Nairobi,Maize,2005,16810,78.52704671,34310,23.73618639
1425,Eldoret,Maize,2005,16810,77.79486786,34310,26.57256307
1426,Central,Maize,2005,336000,76.19444479,34310,26.16093857
1427,Nakuru,Maize,2005,336000,77.34672297,34310,22.32931284
1428,Nairobi,Maize,2005,336000,77.64697825,34310,25.3423141
1429,Eldoret,Maize,2005,336000,84.76952667,34310,24.04818992
1430,Central,Maize,2005,336000,75.08082249,34310,23.47650867
1431,Nakuru,Maize,2005,336000,76.89803799,34310,20.10413289
1432,Nairobi,Maize,2005,16348,77.38462876,34310,19.91581377
1433,Eldoret,Maize,2005,16348,77.21331061,34310,26.08898707
1434,Central,Maize,2005,16348,84.90268794,34310,26.82235877
1435,Nakuru,Maize,2005,16348,75.0138315,34310,27.10907248
1436,Nairobi,Maize,2005,16348,81.72500935,34310,22.95424509
1437,Eldoret,Maize,2005,16348,80.3694192,34310,24.26370431
1438,Central,Maize,2006,53856,76.71395016,35900,27.27699171
1439,Nakuru,Maize,2006,53856,82.00033345,35900,25.59971175
1440,Nairobi,Maize,2006,53856,78.79570301,35900,23.61105214
1441,Eldoret,Maize,2006,53856,79.92735003,35900,20.2099277
1442,Central,Maize,2006,53856,78.5896674,35900,25.07466021
1443,Nakuru,Maize,2006,53856,80.72191939,35900,21.61918104
1444,Nairobi,Maize,2006,354317,77.04171966,35900,24.35256303
1445,Eldoret,Maize,2006,354317,82.82211164,35900,19.86857567
1446,Central,Maize,2006,354317,79.59924143,35900,19.27044483
1447,Nakuru,Maize,2006,354317,80.24046803,35900,21.72674436
1448,Nairobi,Maize,2006,354317,83.4559366,35900,26.72684013
1449,Eldoret,Maize,2006,354317,80.40887393,35900,24.47621016
1450,Central,Maize,2006,98176,79.53668842,35900,26.27787527
1451,Nakuru,Maize,2006,98176,79.11383333,35900,21.08964208
1452,Nairobi,Maize,2006,98176,82.38450056,35900,19.5143574
1453,Eldoret,Maize,2006,98176,76.75856796,35900,19.86666159
1454,Central,Maize,2006,98176,82.03838836,35900,27.95088498
1455,Nakuru,Maize,2006,98176,80.84227115,35900,18.50460352
1456,Nairobi,Maize,2006,25205,84.68537992,35900,19.97865669
1457,Eldoret,Maize,2006,25205,82.1245656,35900,22.25129774
1458,Central,Maize,2006,25205,75.47805556,35900,21.27137258
1459,Nakuru,Maize,2006,25205,75.22744053,35900,19.2984074
1460,Nairobi,Maize,2006,25205,81.37629876,35900,21.97016263
1461,Eldoret,Maize,2006,25205,75.98205766,35900,23.78862222
1462,Central,Maize,2006,20993,79.15563401,35900,19.3965425
1463,Nakuru,Maize,2006,20993,80.93140056,35900,22.35181913
1464,Nairobi,Maize,2006,20993,80.04288473,35900,18.62441175
1465,Eldoret,Maize,2006,20993,83.18671854,35900,24.49161673
1466,Central,Maize,2006,20993,79.7354077,35900,21.45462901
1467,Nakuru,Maize,2006,20993,81.42340272,35900,28.03050396
1468,Nairobi,Maize,2006,278748,78.55595458,35900,22.00838314
1469,Eldoret,Maize,2006,278748,80.17358446,35900,28.09793903
1470,Central,Maize,2006,278748,82.9564372,35900,28.0299785
1471,Nakuru,Maize,2006,278748,75.99760535,35900,22.76516963
1472,Nairobi,Maize,2006,278748,83.08572909,35900,26.89291515
1473,Eldoret,Maize,2006,278748,84.25520602,35900,25.61553775
1474,Central,Maize,2006,20213,77.17450229,35900,26.26112046
1475,Nakuru,Maize,2006,20213,75.49666476,35900,22.18647892
1476,Nairobi,Maize,2006,20213,76.96540206,35900,25.18922274
1477,Eldoret,Maize,2006,20213,81.68510839,35900,26.35854946
1478,Central,Maize,2006,20213,76.09682785,35900,27.33499322
1479,Nakuru,Maize,2006,20213,75.13623086,35900,26.38604087
1480,Nairobi,Maize,2007,49103,79.36060819,32446.25,26.84154094
1481,Eldoret,Maize,2007,49103,83.98102624,32446.25,23.47280831
1482,Central,Maize,2007,49103,83.8201794,32446.25,25.57432016
1483,Nakuru,Maize,2007,49103,79.5156024,32446.25,25.42216837
1484,Nairobi,Maize,2007,49103,78.60304249,32446.25,19.59847456
1485,Eldoret,Maize,2007,49103,76.54250693,32446.25,27.3728278
1486,Central,Maize,2007,355463,83.94416368,32446.25,26.52046804
1487,Nakuru,Maize,2007,355463,75.53546485,32446.25,19.12352496
1488,Nairobi,Maize,2007,355463,81.28070031,32446.25,27.6858522
1489,Eldoret,Maize,2007,355463,82.47227437,32446.25,27.695021
1490,Central,Maize,2007,355463,83.06285276,32446.25,21.16153357
1491,Nakuru,Maize,2007,355463,81.84525192,32446.25,24.31615802
1492,Nairobi,Maize,2007,82609,79.85988354,32446.25,21.16970271
1493,Eldoret,Maize,2007,82609,84.74867081,32446.25,24.58064291
1494,Central,Maize,2007,82609,76.12918603,32446.25,22.17702381
1495,Nakuru,Maize,2007,82609,76.03763592,32446.25,20.57172169
1496,Nairobi,Maize,2007,82609,83.63618121,32446.25,23.78218473
1497,Eldoret,Maize,2007,82609,75.81132181,32446.25,28.22598038
1498,Central,Maize,2007,20918,78.83942011,32446.25,27.77164653
